year_month,mean_price,tx_count,item_id,asset_type,score_ch1,score_ch2,score_ch3,score_ch4,score_ch5,price_direction,price_vs_ma3,price_chg_lag1,price_chg_lag2,price_chg_lag3
2022-09,329.71,1,sneakers_yeezy,sneakers,26.5,0.0,0.0,0.7574,0.050999,1,1.0372261778677263,0.04028776978417259,0.05499206513489274,-0.03379999999999994
2022-10,340.58,0,sneakers_yeezy,sneakers,25.6,1.0,-0.001263,0.4472,-0.048294,1,1.033720824354266,0.03643279265685906,0.04028776978417259,0.05499206513489274
2022-11,351.45,1,sneakers_yeezy,sneakers,23.0,0.0,0.0,0.8669,-0.000332,1,1.031916143050091,0.03296836613994114,0.03643279265685906,0.04028776978417259
2022-12,351.45,1,sneakers_yeezy,sneakers,22.2,0.0,0.0,0.4428,-0.037352,0,1.0104170659715568,0.03191614305009094,0.03296836613994114,0.03643279265685906
2023-01,350.72,1,sneakers_yeezy,sneakers,20.0,0.0,0.0,0.2524,-0.000497,0,0.9986143011712002,0.0,0.03191614305009094,0.03296836613994114
2023-02,355.07,1,sneakers_yeezy,sneakers,17.5,0.0,0.0,0.135,-0.050067,1,1.0075384964624872,-0.0020771091193625413,0.0,0.03191614305009094
2023-03,361.59,1,sneakers_yeezy,sneakers,16.8,0.0,0.0,0.337,-0.023201,1,1.016292229571474,0.01240305656934293,-0.0020771091193625413,0.0
2023-04,369.57,1,sneakers_yeezy,sneakers,19.2,0.0,0.0,0.6052,0.035201,1,1.0206954328273017,0.01836257639338723,0.01240305656934293,-0.0020771091193625413
2023-05,330.43,1,sneakers_yeezy,sneakers,36.0,0.0,0.0,0.6369,0.045411,0,0.9337785774168936,0.022069194391437952,0.01836257639338723,0.01240305656934293
2023-06,328.26,1,sneakers_yeezy,sneakers,26.8,0.0,0.0,0.6757,0.039494,0,0.957714974811818,-0.10590686473469169,0.022069194391437952,0.01836257639338723
2023-07,330.43,1,sneakers_yeezy,sneakers,19.8,0.0,0.0,0.5812,0.006553,1,1.002193869297962,-0.00656720031474145,-0.10590686473469169,0.022069194391437952
2023-08,318.84,1,sneakers_yeezy,sneakers,21.8,0.0,0.0,0.7064,0.010547,0,0.9785070534919644,0.006610613538049259,-0.00656720031474145,-0.10590686473469169
2023-09,317.76,0,sneakers_yeezy,sneakers,17.5,0.0,0.0,-0.0051,0.083032,0,0.985781206374156,-0.03507550767182166,0.006610613538049259,-0.00656720031474145
2023-10,316.67,1,sneakers_yeezy,sneakers,14.8,0.0,0.0,0.8689,-0.00233,0,0.9965801923904036,-0.0033872788859615754,-0.03507550767182166,0.006610613538049259
2023-11,330.43,1,sneakers_yeezy,sneakers,15.8,0.0,0.0,-1.1004,0.163893,1,1.0273925750886137,-0.003430261832829684,-0.0033872788859615754,-0.03507550767182166
2023-12,347.1,1,sneakers_yeezy,sneakers,15.0,0.0,0.0,-1.2305,0.078232,1,1.0473747736873869,0.043452174187640136,-0.003430261832829684,-0.0033872788859615754
2024-01,323.19,1,sneakers_yeezy,sneakers,14.2,0.0,0.0,-0.2407,-0.003936,0,0.9688724118634583,0.05044941439941897,0.043452174187640136,-0.003430261832829684
2024-02,326.81,1,sneakers_yeezy,sneakers,14.5,0.0,0.0,-0.1203,-0.101059,1,0.983281516397553,-0.06888504753673297,0.05044941439941897,0.043452174187640136
2024-03,320.29,1,sneakers_yeezy,sneakers,14.4,0.0,0.0,-0.5028,0.126231,0,0.9902915623164209,0.011200841610198298,-0.06888504753673297,0.05044941439941897
2024-04,328.99,1,sneakers_yeezy,sneakers,13.0,0.0,0.0,-2.4569,0.0407,1,1.0111465131289123,-0.019950429913405232,0.011200841610198298,-0.06888504753673297
2024-05,316.67,1,sneakers_yeezy,sneakers,14.8,0.0,0.0,1.2492,-0.044831,0,0.9834981106682541,0.02716288363670416,-0.019950429913405232,0.011200841610198298
2024-06,318.12,1,sneakers_yeezy,sneakers,17.6,0.0,0.0,0.228,0.019647,1,0.9902259851833406,-0.037447946746101635,0.02716288363670416,-0.019950429913405232
2024-07,325.36,1,sneakers_yeezy,sneakers,12.5,0.0,0.0,-0.3337,-0.014229,1,1.01659115763162,0.004578899169482398,-0.037447946746101635,0.02716288363670416
2024-08,319.57,0,sneakers_yeezy,sneakers,14.0,0.0,0.0,0.4453,0.075347,0,0.9954934842427704,0.02275870740601027,0.004578899169482398,-0.037447946746101635
2024-09,313.77,1,sneakers_yeezy,sneakers,10.4,0.0,0.0,0.579,-0.054559,0,0.9818608532387608,-0.01779567248586189,0.02275870740601027,0.004578899169482398
2024-10,305.8,1,sneakers_yeezy,sneakers,9.2,0.0,0.0,-2.4569,-0.03956225,0,0.976851161701131,-0.018149388240448094,-0.01779567248586189,0.02275870740601027
2024-11,308.7,1,sneakers_yeezy,sneakers,9.5,0.0,0.0,-2.4569,-0.0245655,1,0.9976623180755598,-0.025400771265576605,-0.018149388240448094,-0.01779567248586189
2024-12,322.46,1,sneakers_yeezy,sneakers,11.2,0.0,0.0,-0.8741,-0.00956875,1,1.0324667008196722,0.009483322432962682,-0.025400771265576605,-0.018149388240448094
2025-01,299.28,1,sneakers_yeezy,sneakers,9.0,0.0,0.0,0.288,0.005428,0,0.9649628132926356,0.044574020084224175,0.009483322432962682,-0.025400771265576605
2025-02,282.61,1,sneakers_yeezy,sneakers,8.2,0.0,0.0,0.2875,-0.06657199999999999,0,0.9375020733123238,-0.0718848849469702,0.044574020084224175,0.009483322432962682
2025-03,289.13,1,sneakers_yeezy,sneakers,8.8,0.0,0.0,0.0704,-0.138572,1,0.9958324722738858,-0.0557003475006681,-0.0718848849469702,0.044574020084224175
2025-04,301.45,1,sneakers_yeezy,sneakers,9.2,0.0,0.0,0.5122,-0.024943,1,1.0356852460518329,0.023070662750787285,-0.0557003475006681,-0.0718848849469702
2025-05,303.62,1,sneakers_yeezy,sneakers,7.8,0.0,0.0,-2.4569,0.019300500000000005,1,1.0186311787072244,0.04261059039186521,0.023070662750787285,-0.0557003475006681
2025-06,298.55,0,sneakers_yeezy,sneakers,7.4,0.0,0.0,-0.1763,0.063544,0,0.9911799207631528,0.007198540388124064,0.04261059039186521,0.023070662750787285
2025-07,293.48,1,sneakers_yeezy,sneakers,8.5,0.0,0.0,0.6397,0.068843,0,0.9830179199464076,-0.016698504709834694,0.007198540388124064,0.04261059039186521
2025-08,284.78,1,sneakers_yeezy,sneakers,8.0,0.0,0.0,-0.3517,0.03408,0,0.9743730112567146,-0.016982080053592363,-0.016698504709834694,0.007198540388124064
2025-09,292.75,1,sneakers_yeezy,sneakers,7.0,0.0,0.0,0.1284,-0.084529,1,1.0083121892974822,-0.02964426877470372,-0.016982080053592363,-0.016698504709834694
2025-10,291.3,1,sneakers_yeezy,sneakers,6.0,0.0,0.0,0.8223,0.001274,0,1.005835433859328,0.027986515907016063,-0.02964426877470372,-0.016982080053592363
2025-11,303.62,1,sneakers_yeezy,sneakers,6.6,0.0,0.0,-2.4569,-0.2177555,1,1.0261245733211668,-0.004953031596925617,0.027986515907016063,-0.02964426877470372
2025-12,310.14,1,sneakers_yeezy,sneakers,5.8,0.0,0.0,-0.9027,-0.436785,1,1.028020241751928,0.04229316855475451,-0.004953031596925617,0.027986515907016063
2022-01,2037.68,1,sneakers_travis,sneakers,18.6,0.0,0.0,-0.7155,0.015391,0,1.0,,,
